,id,text,game,cleaned,english,len,sw_removed,stemmed
3747,1.39370902352292e+18,"https://t.co/L9v9jRB3FL

In episode 296, we talk Ubisoftâ€™s interest in making some of their games free to play. We talk about some franchise titles that could get this treatment. Also, Felix gets an FPS boost, Neo plays Returnal and Destiny gets an update. #ubisoft #Returnal https://t.co/0NrHcvrBbh",Returnal,https t co l v jrb fl in episode we talk ubisoft s interest in making some of their games free to play we talk about some franchise titles that could get this treatment also felix gets an fps boost neo plays returnal and destiny gets an update ubisoft returnal https t co nrhcvrbbh,t l v in episode we talk s interest in making some of their free to play we talk about some franchise that could get this treatment also an boost neo and destiny an update t,36,episode talk interest making free talk franchise could get treatment also boost neo destiny update,episod talk interest make free talk franchis could get treatment also boost neo destini updat
3748,1.39365007424956e+18,@PlayStation @Housemarque thereâ€™s a bug in the underwater levels in Returnal where the sound just cuts off completely please fix it! ,Returnal,playstation housemarque there s a bug in the underwater levels in returnal where the sound just cuts off completely please fix it,there s a bug in the underwater in where the sound just off completely please fix it,17,bug underwater sound completely please fix,bug underwat sound complet pleas fix
3749,1.39363288669223e+18,"I tell you what, #Returnal is *really really* good. Way better than I anticipated. But man...I've had it crash 3 times since I got it and I really think that last run was gonna be the one. It hurt, but I'm goin back in!",Returnal,i tell you what returnal is really really good way better than i anticipated but man i ve had it crash times since i got it and i really think that last run was gonna be the one it hurt but i m goin back in,i tell you what is really really good way better than i but man i had it crash times since i got it and i really think that last run was be the one it hurt but i m back in,41,tell really really good way better man crash times since got really think last run one hurt back,tell realli realli good way better man crash time sinc got realli think last run one hurt back
3751,1.3935768701012e+18,"@MelonSaurus My mantra, but substitute beat returnal for, ""find ps5"".",Returnal,melonsaurus my mantra but substitute beat returnal for find ps,my mantra but substitute beat for find,7,mantra substitute beat find,mantra substitut beat find
3752,1.39351667934332e+18,"My Review of Returnal is up.

NO link ninja, peep.

This game is a 10/10 classic!
I was going to give it a 9/10 because of some bugs, but I remembered these Yams. 
@Housemarque @harrytkrueger  Amazing Job! #Returnal #PS5 https://t.co/bTKm1KeKES",Returnal,my review of returnal is up no link ninja peep this game is a classic i was going to give it a because of some bugs but i remembered these yams housemarque harrytkrueger amazing job returnal ps https t co btkm kekes,my review of is up no link peep this game is a classic i was going to give it a because of some but i these amazing job t,29,review link peep classic going give amazing job,review link peep classic go give amaz job
3753,1.3934196560237e+18,"I was so hype for GG Strive Beta, I forgot about my No death Returnal run.  That bih gone now.",Returnal,i was so hype for gg strive beta i forgot about my no death returnal run that bih gone now,i was so for strive beta i forgot about my no death run that gone now,16,strive beta forgot death run gone,strive beta forgot death run gone
3754,1.39337818006978e+18,"Continuing our #Returnal run on #PS5 Looking for that â€œtrueâ€ ending. Fight. Die. Repeat!! Letâ€™s do this!!

https://t.co/JvoPpvfX9m 8:30pm -?? CT

#twitch #twitchtv #playstation #playstation5 @ San Antonio, Texas https://t.co/PeX0hZkAmx",Returnal,continuing our returnal run on ps looking for that true ending fight die repeat let s do this https t co jvoppvfx m pm ct twitch twitchtv playstation playstation san antonio texas https t co pex hzkamx,our run on looking for that true ending fight die repeat let s do this t m twitch san t,20,run looking true ending fight die repeat let twitch san,run look true end fight die repeat let twitch san
3755,1.39331529115377e+18,"@tripleclickpod wait, how many times did @kirkhamilton die playing Returnal?",Returnal,tripleclickpod wait how many times did kirkhamilton die playing returnal,wait how many times did die,6,wait many times die,wait mani time die
3756,1.3932792015922e+18,"Got three days off next week. Think I'm gonna resr up, stretch it out, and dive back into Returnal lol",Returnal,got three days off next week think i m gonna resr up stretch it out and dive back into returnal lol,got three days off next week think i m up stretch it out and dive back into,17,got three days next week think stretch dive back,got three day next week think stretch dive back
3757,1.39322489030043e+18,"5 Things We Loved About Returnal (&amp; 5 Things We Donâ€™t)
https://t.co/sGOPZplky5",Returnal,things we loved about returnal amp things we don t https t co sgopzplky,we about we don t t,6,,
3758,1.39322356606212e+18,"Returnal Developer Has Yet To Figure Out A Solution To The Gameâ€™s Lack Of Saves
https://t.co/QLBqonQSvv",Returnal,returnal developer has yet to figure out a solution to the game s lack of saves https t co qlbqonqsvv,developer yet to figure out a solution to the game s lack of t,14,developer yet figure solution lack,develop yet figur solut lack
3759,1.39317886759083e+18,"@Kaan_Diddy The hardest part is that you canâ€™t save the game. If you lose, you start back at the beginning with all of your upgrades gone. You do keep some items however and your trophy tracking is still in progress. You just have to be patient and youâ€™ll get good at the game. #Returnal",Returnal,kaan diddy the hardest part is that you can t save the game if you lose you start back at the beginning with all of your upgrades gone you do keep some items however and your trophy tracking is still in progress you just have to be patient and you ll get good at the game returnal,diddy the part is that you can t save the game if you lose you start back at the beginning with all of your gone you do keep some however and your trophy is still in progress you just have to be patient and you get good at the game,50,diddy part save lose start back beginning gone keep however trophy still progress patient get good,diddi part save lose start back begin gone keep howev trophi still progress patient get good
3761,1.39298117350942e+18,"@GamerGK3 Iâ€™m not in dire need of one, there still isnâ€™t anything Iâ€™m craving thatâ€™s only there. If I had one Iâ€™d probably grab Returnal and Ratchet but Iâ€™m not upset if I miss out on those.",Returnal,gamergk i m not in dire need of one there still isn t anything i m craving that s only there if i had one i d probably grab returnal and ratchet but i m not upset if i miss out on those,i m not in dire need of one there still t anything i m craving that s only there if i had one i d probably grab and ratchet but i m not upset if i miss out on those,40,dire need one still anything craving one probably grab ratchet upset miss,dire need one still anyth crave one probabl grab ratchet upset miss
3762,1.39291556862217e+18,After starting returnal playing assassins creed Valhalla feels like Iâ€™m moving in slow motion ,Returnal,after starting returnal playing assassins creed valhalla feels like i m moving in slow motion,after starting creed like i m moving in slow motion,10,starting creed like moving slow motion,start creed like move slow motion
3763,1.39288889232433e+18,"PlayStation:
- Miles Morales
- Demonâ€™s Souls
- Returnal
- Ratchet &amp; Clank: Rift Apart
Xbox:
 https://t.co/0DJmHqImnD",Returnal,playstation miles morales demon s souls returnal ratchet amp clank rift apart xbox https t co djmhqimnd,demon s ratchet clank rift apart t,7,demon ratchet clank rift apart,demon ratchet clank rift apart
3766,1.39284382070689e+18,"Did you hear? We're getting close to the end of #Returnal by @Housemarque! Join us this afternoon for more. 

#SmallStreamer #Streamer #FacebookGaming #PlayStation5 #ReturnalPS5 https://t.co/Fo1ZQrL1U5",Returnal,did you hear we re getting close to the end of returnal by housemarque join us this afternoon for more smallstreamer streamer facebookgaming playstation returnalps https t co fo zqrl u,did you hear we re getting close to the end of by join us this afternoon for more streamer t u,21,hear getting close end join us afternoon streamer,hear get close end join us afternoon streamer
3767,1.39284217118785e+18,Ngl Iâ€™ve only played 3hrs or so of RE8 &amp; Iâ€™m enjoying it more than Returnal already ,Returnal,ngl i ve only played hrs or so of re amp i m enjoying it more than returnal already,i only or so of re i m enjoying it more than already,13,enjoying already,enjoy alreadi
3768,1.39283904341569e+18,Wasnâ€™t gone buy Returnal but its looking more and more lit everydayâ€¦,Returnal,wasn t gone buy returnal but its looking more and more lit everyday,t gone buy but its looking more and more lit everyday,11,gone buy looking lit everyday,gone buy look lit everyday
3769,1.39283807748424e+18,"Join me on YouTube as I barely beat the first Returnal Boss - Phrike!! If youâ€™re having trouble beating him like I did, maybe this could help you... Or maybe not, since I almost died and lost it all lmao #PS5 #PlayStation5 #VideoGames #BossBattle #Returnal https://t.co/7bq2BlcEuZ",Returnal,join me on youtube as i barely beat the first returnal boss phrike if you re having trouble beating him like i did maybe this could help you or maybe not since i almost died and lost it all lmao ps playstation videogames bossbattle returnal https t co bq blceuz,join me on as i barely beat the first boss if you re trouble beating him like i did maybe this could help you or maybe not since i almost and lost it all t,35,join barely beat first boss trouble beating like maybe could help maybe since almost lost,join bare beat first boss troubl beat like mayb could help mayb sinc almost lost
3770,1.3927306498036e+18,@ErrorJustin Once you play Returnal youâ€™ll understand itâ€™s value.,Returnal,errorjustin once you play returnal you ll understand it s value,once you play you understand it s value,8,understand value,understand valu
3771,1.3927105075351e+18,"Me trying to interpret the secret ending + plot of Returnal

Absolutely loved this game so much. Bless you @Housemarque https://t.co/xJiQJwQG9d https://t.co/ymzbiMLlWr",Returnal,me trying to interpret the secret ending plot of returnal absolutely loved this game so much bless you housemarque https t co xjiqjwqg d https t co ymzbimllwr,me trying to interpret the secret ending plot of absolutely this game so much bless you t d t,19,trying interpret secret ending plot absolutely much bless,tri interpret secret end plot absolut much bless
3772,1.39270639692004e+18,tell ya whatâ€” Returnal is not a good game for a console with white controllers,Returnal,tell ya what returnal is not a good game for a console with white controllers,tell ya what is not a good game for a console with white,13,tell ya good console white,tell ya good consol white
3773,1.39269568395873e+18,"So I stupidly decided to start playing returnal again, got one of the ""shoot enemies to heal"" upgrades, and it crashed right before the 2nd boss.  Like I literally cleared out every single room and was just going to buy some upgrades when it crashed.",Returnal,so i stupidly decided to start playing returnal again got one of the shoot enemies to heal upgrades and it crashed right before the nd boss like i literally cleared out every single room and was just going to buy some upgrades when it crashed,so i stupidly decided to start again got one of the shoot to heal and it right before the boss like i literally out every single room and was just going to buy some when it,36,stupidly decided start got one shoot heal right boss like literally every single room going buy,stupidli decid start got one shoot heal right boss like liter everi singl room go buy
3774,1.39266154405239e+18,Wonton owe me $20 for beating Returnal but Ima let em keep his money ,Returnal,wonton owe me for beating returnal but ima let em keep his money,owe me for beating but let em keep his money,10,owe beating let em keep money,owe beat let em keep money
3775,1.39265798994594e+18,Ok. So yea... Returnal is not the hardest game I've ever played but it sure as hell is the most frustrating.,Returnal,ok so yea returnal is not the hardest game i ve ever played but it sure as hell is the most frustrating,so yea is not the game i ever but it sure as hell is the most,16,yea ever sure hell,yea ever sure hell
3777,1.39260584297798e+18,This was my second attempt at this fugly ass boss  #Returnal #ReturnalPS5 #phrike #PS5 https://t.co/h8166fTOdt,Returnal,this was my second attempt at this fugly ass boss returnal returnalps phrike ps https t co h ftodt,this was my second attempt at this ass boss t h,11,second attempt ass boss,second attempt ass boss
3778,1.39259671845429e+18,A little late but about to continue some Resident Evil Village on Hardcore. Wonder if we can finish tonight? If not by Friday for sure then more Returnal. https://t.co/CZ8ZmJkyY5,Returnal,a little late but about to continue some resident evil village on hardcore wonder if we can finish tonight if not by friday for sure then more returnal https t co cz zmjkyy,a little late but about to continue some resident evil village on wonder if we can finish tonight if not by for sure then more t,26,little late continue resident evil village wonder finish tonight sure,littl late continu resid evil villag wonder finish tonight sure
3779,1.39259480240384e+18,Returnal or Resident Evil Village?  Torn what I should buy and keep sealed for six months before I play next.,Returnal,returnal or resident evil village torn what i should buy and keep sealed for six months before i play next,or resident evil village torn what i should buy and keep sealed for six before i play next,18,resident evil village torn buy keep sealed six next,resid evil villag torn buy keep seal six next
3780,1.39258875315213e+18,@Huntin4Games Yea Returnal is def a goos@ps5 showcase. The SSD loading is nuts; no load times at all.,Returnal,huntin games yea returnal is def a goos ps showcase the ssd loading is nuts no load times at all,yea is a showcase the loading is no load times at all,12,yea showcase loading load times,yea showcas load load time
3782,1.39256087035867e+18,"Do I get a kewpie doll for guessing the twist in Returnal

Â¯\_(ãƒ„)_/Â¯",Returnal,do i get a kewpie doll for guessing the twist in returnal,do i get a kewpie doll for guessing the twist in,11,get kewpie doll guessing twist,get kewpi doll guess twist
3783,1.39254594863573e+18,Itâ€™s been 183 days since @Sony @Microsoft  launched the #XboxSeriesX and #PS5 and there are so few exclusives Demons soul and  returnal @SpiderMan and nothing yet from  @XboxP3 maybe I should have not had been in a rush to get the next gen consoles. https://t.co/dpBjPVCyLy,Returnal,it s been days since sony microsoft launched the xboxseriesx and ps and there are so few exclusives demons soul and returnal spiderman and nothing yet from xboxp maybe i should have not had been in a rush to get the next gen consoles https t co dpbjpvcyly,it s been days since the and and there are so few soul and and nothing yet from maybe i should have not had been in a rush to get the next gen t,34,days since soul nothing yet maybe rush get next gen,day sinc soul noth yet mayb rush get next gen
3785,1.39249762788373e+18,"@Mooch1978 @Housemarque They used that song in the original Prey from 2006, and can see why they used it in Returnal too..itâ€™s just awesome  https://t.co/EFZfLNjTFa",Returnal,mooch housemarque they used that song in the original prey from and can see why they used it in returnal too it s just awesome https t co efzflnjtfa,mooch they used that song in the original prey from and can see why they used it in too it s just awesome t,24,mooch used song original prey see used awesome,mooch use song origin prey see use awesom
3786,1.39245738550403e+18,"I can get behind this opinion. I feel like I'll never finish that game because I'll never have the consecutive hours needed. 

IGN: Opinion: Returnal Isn't Too Hard, It's Just Too Long - IGN.
https://t.co/KPdcy389Ba",Returnal,i can get behind this opinion i feel like i ll never finish that game because i ll never have the consecutive hours needed ign opinion returnal isn t too hard it s just too long ign https t co kpdcy ba,i can get behind this opinion i feel like i never finish that game because i never have the consecutive opinion t too hard it s just too long t ba,31,get behind opinion feel like never finish never consecutive opinion hard long ba,get behind opinion feel like never finish never consecut opinion hard long ba
3787,1.39236422599833e+18,"Like, really, even Majoraâ€™s Mask in 2000 had the owl statues. While they couldnâ€™t have you cheesing it they didnâ€™t insist you do it in one session even then. Maybe put owl statues in Returnal?",Returnal,like really even majora s mask in had the owl statues while they couldn t have you cheesing it they didn t insist you do it in one session even then maybe put owl statues in returnal,like really even s mask in had the owl while they t have you it they t insist you do it in one session even then maybe put owl in,30,like really even mask owl insist one session even maybe put owl,like realli even mask owl insist one session even mayb put owl
3788,1.39236355978763e+18,"After struggling for days to get past the first biome in Returnal I got past it yesterday, then on a run today I got all the way to the boss of biome 3. When a run goes well it can take like 4 hours, itâ€™s pretty absurd especially since you canâ€™t save.",Returnal,after struggling for days to get past the first biome in returnal i got past it yesterday then on a run today i got all the way to the boss of biome when a run goes well it can take like hours it s pretty absurd especially since you can t save,after struggling for days to get past the first biome in i got past it yesterday then on a run today i got all the way to the boss of biome when a run goes well it can take like it s pretty absurd especially since you can t save,50,struggling days get past first biome got past yesterday run today got way boss biome run goes well take like pretty absurd especially since save,struggl day get past first biom got past yesterday run today got way boss biom run goe well take like pretti absurd especi sinc save
3789,1.39234522280644e+18,Am I wrong in thinking/feeling like the next #metroid game will be heavily compared to #Returnal ?,Returnal,am i wrong in thinking feeling like the next metroid game will be heavily compared to returnal,am i wrong in thinking feeling like the next game will be heavily to,14,wrong thinking feeling like next heavily,wrong think feel like next heavili
3790,1.39234323334733e+18,"Returnal is either one the BEST games I've ever played or one of the MOST frustrating games I've ever played, I haven't decided which yet. I'll let you all know in about 20+ more hours.",Returnal,returnal is either one the best games i ve ever played or one of the most frustrating games i ve ever played i haven t decided which yet i ll let you all know in about more hours,is either one the best i ever or one of the most i ever i haven t decided which yet i let you all know in about more,28,either one best ever one ever decided yet let know,either one best ever one ever decid yet let know
3791,1.39229829171138e+18,I like some of yall in the gaming community but all the  for Xbox and Sony makes yall look like weirdos on the daily. If Returnal was and Xbox exclusive all yall loving it would be throwing dirt on it.,Returnal,i like some of yall in the gaming community but all the for xbox and sony makes yall look like weirdos on the daily if returnal was and xbox exclusive all yall loving it would be throwing dirt on it,i like some of in the gaming community but all the for and look like on the daily if was and exclusive all loving it would be throwing dirt on it,31,like gaming community look like daily exclusive loving would throwing dirt,like game commun look like daili exclus love would throw dirt
3792,1.39228780337603e+18,"Well it happened  I was playing #Returnal and there goes the old something went wrong. That hour I put in right as I got the courage to take down the boss, gone. Donâ€™t mistake me this game is still amazing! Just a bummer I lost my progress.",Returnal,well it happened i was playing returnal and there goes the old something went wrong that hour i put in right as i got the courage to take down the boss gone don t mistake me this game is still amazing just a bummer i lost my progress,well it i was and there goes the old something went wrong that hour i put in right as i got the courage to take down the boss gone don t mistake me this game is still amazing just a bummer i lost my progress,45,well goes old something went wrong hour put right got courage take boss gone mistake still amazing bummer lost progress,well goe old someth went wrong hour put right got courag take boss gone mistak still amaz bummer lost progress
3794,1.39224268188406e+18,Returnal story is kinda ass but that gameplay is heat. Graphics are good nothing special.,Returnal,returnal story is kinda ass but that gameplay is heat graphics are good nothing special,story is ass but that is heat graphics are good nothing special,12,story ass heat graphics good nothing special,stori ass heat graphic good noth special
3795,1.39224106522313e+18,Did I just beat Returnal without beating the final boss ? ,Returnal,did i just beat returnal without beating the final boss,did i just beat without beating the final boss,9,beat without beating final boss,beat without beat final boss
3797,1.39220147439496e+18,@JunkFoodDJ Let me know if you down to play Cold War or apex or something I have it all lmao and your gonna love returnal,Returnal,junkfooddj let me know if you down to play cold war or apex or something i have it all lmao and your gonna love returnal,let me know if you down to play cold war or apex or something i have it all and your love,21,let know cold war apex something love,let know cold war apex someth love
3799,1.39215238748217e+18,"Ever feel like you're being watched?

#Returnal https://t.co/uO7wWbw8C9",Returnal,ever feel like you re being watched returnal https t co uo wwbw c,ever feel like you re being watched t c,9,ever feel like watched,ever feel like watch
3800,1.39211749140143e+18,Il prode @drizzt1186 s'Ã¨ immerso a fondo in #Returnal e ci racconta la sua esperienza.  https://t.co/D0LiGQSrfA,Returnal,il prode drizzt s immerso a fondo in returnal e ci racconta la sua esperienza https t co d ligqsrfa,s a in e la t d,7,la,la
3801,1.3920885035515e+18,Iâ€™m so annoyed that I canâ€™t play Returnal https://t.co/ezec1BnO7q,Returnal,i m so annoyed that i can t play returnal https t co ezec bno q,i m so that i can t play t q,10,,
3802,1.3920635646854e+18,I guess returnal not that bad of a game,Returnal,i guess returnal not that bad of a game,i guess not that bad of a game,8,guess bad,guess bad
3803,1.39200043515473e+18,@ChrisRGun #ResidentEvilVillage haven't played #Returnal because I still don't have a #PS5,Returnal,chrisrgun residentevilvillage haven t played returnal because i still don t have a ps,haven t because i still don t have a,9,still,still
3804,1.39198645633223e+18,"I bought #returnal on my PS5 &amp; Im so glad I bought the disc version, cause this shit going back to gamestop! #ReturnalPS5 The game isnt a bad game, but its boring as hell to me!",Returnal,i bought returnal on my ps amp im so glad i bought the disc version cause this shit going back to gamestop returnalps the game isnt a bad game but its boring as hell to me,i bought on my so glad i bought the disc version cause this going back to the game a bad game but its boring as hell to me,28,bought glad bought disc version cause going back bad boring hell,bought glad bought disc version caus go back bad bore hell
3806,1.39191608677003e+18,@k_f4m Oooh have you played it yet? Trying to finish Returnal before I let myself pick up another game,Returnal,k f m oooh have you played it yet trying to finish returnal before i let myself pick up another game,k f m have you it yet trying to finish before i let myself pick up another game,18,yet trying finish let pick another,yet tri finish let pick anoth
3807,1.39189761251787e+18,Playing Returnal. Every five steps I see an unalive person and every time this is my reaction https://t.co/GkmQoMP1nw,Returnal,playing returnal every five steps i see an unalive person and every time this is my reaction https t co gkmqomp nw,every five i see an unalive person and every time this is my reaction t,15,every five see unalive person every time reaction,everi five see unal person everi time reaction
3808,1.39188086665836e+18,@nerdnursern I LOVE long gaming sessions. When Returnal came out I played the entire Saturday with my brother.,Returnal,nerdnursern i love long gaming sessions when returnal came out i played the entire saturday with my brother,i love long gaming sessions when came out i the entire with my brother,14,love long gaming sessions came entire brother,love long game session came entir brother
3809,1.39186857757007e+18,@MatthwDayton If true then playing Returnal on hard would be insanity. lol. Can't get enough of it though.,Returnal,matthwdayton if true then playing returnal on hard would be insanity lol can t get enough of it though,if true then on hard would be insanity can t get enough of it though,15,true hard would insanity get enough though,true hard would insan get enough though
3810,1.39184904051034e+18,Loving my play-through of Returnal https://t.co/gGloJLBvYT,Returnal,loving my play through of returnal https t co gglojlbvyt,loving my play through of t,6,loving,love
3811,1.391831334105e+18,"@N2NOther @MickWithAMouth Yea, it's not my type of comedy either, but yea, that's subjective.

But yea :/ sadly, particles, and fluid animation looks better in Returnal, than in a  big budget movie.

Flat lighting in areas as well.",Returnal,n nother mickwithamouth yea it s not my type of comedy either but yea that s subjective but yea sadly particles and fluid animation looks better in returnal than in a big budget movie flat lighting in areas as well,n nother yea it s not my type of comedy either but yea that s subjective but yea sadly and fluid animation better in than in a big budget movie flat lighting in as well,35,nother yea type comedy either yea subjective yea sadly fluid animation better big budget movie flat lighting well,nother yea type comedi either yea subject yea sadli fluid anim better big budget movi flat light well
3812,1.39182762426408e+18,"Discuss #Returnal, #REVillage, @SHGames is the #COD 2021 lead dev, @discord, #EpicvApple case with all the leak fun. 2021 video game hall of fame inductees, trivia &amp; more. Jump In!
Link: https://t.co/XF53ROA9Ih
#twitch
#podcast #xbox #ps5  #geeklife #nintendo #pcgaming #ps4 #pc https://t.co/uF2f3tZt7J",Returnal,discuss returnal revillage shgames is the cod lead dev discord epicvapple case with all the leak fun video game hall of fame inductees trivia amp more jump in link https t co xf roa ih twitch podcast xbox ps geeklife nintendo pcgaming ps pc https t co uf f tzt j,discuss is the cod lead dev discord case with all the leak fun video game hall of fame trivia more jump in link t twitch t f j,28,discuss cod lead dev discord case leak fun video hall fame trivia jump link twitch,discuss cod lead dev discord case leak fun video hall fame trivia jump link twitch
3813,1.39181990467702e+18,@bilboswaggends Returnal is only a flop in the mind of bots who refuse to buy games on their consoles ,Returnal,bilboswaggends returnal is only a flop in the mind of bots who refuse to buy games on their consoles,is only a flop in the mind of who refuse to buy on their,14,flop mind refuse buy,flop mind refus buy
3814,1.39178949372897e+18,"And of course, episode 257 of the Pass The Controller Podcast dropped this weekend where we chat about the PTC Movie Club (April) The Big Sick, Returnal, Emily Is Away, and so much more! 

https://t.co/nKwcR7kbIV",Returnal,and of course episode of the pass the controller podcast dropped this weekend where we chat about the ptc movie club april the big sick returnal emily is away and so much more https t co nkwcr kbiv,and of course episode of the pass the controller this weekend where we chat about the movie club the big sick is away and so much more t,28,course episode pass controller weekend chat movie club big sick away much,cours episod pass control weekend chat movi club big sick away much
3817,1.39165272976061e+18,Remember loading? #Returnal #ReturnalPS5 https://t.co/GI4z1D8dAZ via @YouTube,Returnal,remember loading returnal returnalps https t co gi z d daz via youtube,remember loading t z d via,6,remember loading via,rememb load via
3818,1.39165250704731e+18,Was really fun working on the smurf account tonight. Probably do some Returnal this week. Thank you @The_Lost_Sector for the host you madman.,Returnal,was really fun working on the smurf account tonight probably do some returnal this week thank you the lost sector for the host you madman,was really fun working on the account tonight probably do some this week thank you the lost sector for the host you madman,23,really fun working account tonight probably week thank lost sector host madman,realli fun work account tonight probabl week thank lost sector host madman
3819,1.39156504158189e+18,"@DannyTRS @stephanfleet Dan, when you do, I'm extremely curious about your thoughts on Returnal.",Returnal,dannytrs stephanfleet dan when you do i m extremely curious about your thoughts on returnal,dan when you do i m extremely curious about your on,11,dan extremely curious,dan extrem curiou
3820,1.39156340473373e+18,The second biome is kicking my ass in Returnal,Returnal,the second biome is kicking my ass in returnal,the second biome is kicking my ass in,8,second biome kicking ass,second biom kick ass
3821,1.39154523999989e+18,My mind is blown at the sense of exploration in Returnal. Every minor environmental detail and new gameplay mechanic lends itself to that feeling of discovery,Returnal,my mind is blown at the sense of exploration in returnal every minor environmental detail and new gameplay mechanic lends itself to that feeling of discovery,my mind is blown at the sense of exploration in every minor environmental detail and new mechanic itself to that feeling of discovery,23,mind blown sense exploration every minor environmental detail new mechanic feeling discovery,mind blown sens explor everi minor environment detail new mechan feel discoveri
3822,1.39150332089277e+18,"#ICYMI 

The last two episodes of my interview podcast was all about #Returnal. 

First we interviewed the face of Selene, Anne Beyer.
https://t.co/IWUpF3MZCJ

This wee we interviewed the voice of Selene, Jane Perry. 

https://t.co/iEop04qDB3",Returnal,icymi the last two episodes of my interview podcast was all about returnal first we interviewed the face of selene anne beyer https t co iwupf mzcj this wee we interviewed the voice of selene jane perry https t co ieop qdb,the last two of my interview was all about first we the face of t this wee we the voice of jane perry t,24,last two interview first face wee voice jane perry,last two interview first face wee voic jane perri
3823,1.39147512578294e+18,Mannnn I wanna play Returnal but Iâ€™m not gonna get a PS5 smh,Returnal,mannnn i wanna play returnal but i m not gonna get a ps smh,i play but i m not get a,8,get,get
3824,1.39145949597331e+18,"Poll: What Review Score Would You Give Returnal?
https://t.co/yIzJaonIpI",Returnal,poll what review score would you give returnal https t co yizjaonipi,poll what review score would you give t,8,poll review score would give,poll review score would give
3826,1.39145250463064e+18,"Welp, IGN just spoiled Returnal for me on a damn headline... â˜¹ï¸

I hope it's not true... https://t.co/npqserLBMK",Returnal,welp ign just spoiled returnal for me on a damn headline i hope it s not true https t co npqserlbmk,just spoiled for me on a damn headline i hope it s not true t,15,spoiled damn headline hope true,spoil damn headlin hope true
3827,1.39141977006338e+18,"I want to play Village and Returnal, but I made a 15 hour Wu-Tang playlist when MLB The Show came out. So Iâ€™ve just been doing that. https://t.co/9AlrRTDXvQ",Returnal,i want to play village and returnal but i made a hour wu tang playlist when mlb the show came out so i ve just been doing that https t co alrrtdxvq,i want to play village and but i made a hour tang when the show came out so i just been doing that t,24,want village made hour tang show came,want villag made hour tang show came
3828,1.39141474481335e+18,"Even though we're taking today off, be sure to hop by https://t.co/e5u5y8KMX9 for my blind playthrough of #ResidentEvilVillage and some #Returnal VODs! Make sure to follow, I'm almost halfway to hitting Affiliate! We can make it happen guys! #smallstreamer @OwlRetweets",Returnal,even though we re taking today off be sure to hop by https t co e u y kmx for my blind playthrough of residentevilvillage and some returnal vods make sure to follow i m almost halfway to hitting affiliate we can make it happen guys smallstreamer owlretweets,even though we re taking today off be sure to hop by t e u y for my blind of and some make sure to follow i m almost halfway to affiliate we can make it happen,37,even though taking today sure hop blind make sure follow almost halfway affiliate make happen,even though take today sure hop blind make sure follow almost halfway affili make happen
3829,1.39139872514317e+18,"Since there's no stream today, there's plenty of content for the day in my VODs on https://t.co/e5u5y8KMX9 while you're there, be sure to follow! It's FREE! #smallstreamer #SupportSmallStreamers #ResidentEvilVillage #Returnal #PathToAffiliate Like and RT! Love you guys!",Returnal,since there s no stream today there s plenty of content for the day in my vods on https t co e u y kmx while you re there be sure to follow it s free smallstreamer supportsmallstreamers residentevilvillage returnal pathtoaffiliate like and rt love you guys,since there s no stream today there s plenty of content for the day in my on t e u y while you re there be sure to follow it s free like and love you,36,since stream today plenty content day sure follow free like love,sinc stream today plenti content day sure follow free like love
3830,1.39128726259217e+18,"Well, I don't think I'm ever gonna be patient enough to defeat the 2nd boss in Returnal, with or without losing everything with each death.  It's like that final valkyrie in God of War... sometimes I like a game but it's time to move on",Returnal,well i don t think i m ever gonna be patient enough to defeat the nd boss in returnal with or without losing everything with each death it s like that final valkyrie in god of war sometimes i like a game but it s time to move on,well i don t think i m ever be patient enough to defeat the boss in with or without losing everything with each death it s like that final in god of war sometimes i like a game but it s time to move on,45,well think ever patient enough defeat boss without losing everything death like final god war sometimes like time move,well think ever patient enough defeat boss without lose everyth death like final god war sometim like time move
3832,1.39127054676409e+18,I've just had one of my best runs in #Returnal. The anxiety of playing for almost 3 hours for one run is hella crazy. https://t.co/fkPuAnzI0P,Returnal,i ve just had one of my best runs in returnal the anxiety of playing for almost hours for one run is hella crazy https t co fkpuanzi p,i just had one of my best in the anxiety of for almost for one run is crazy t p,20,one best anxiety almost one run crazy,one best anxieti almost one run crazi
3833,1.39126968783768e+18,"This Returnal game is legit. Exciting, terrifying, confusing. I feel very connected to the main character. https://t.co/ZLxci9Yklf",Returnal,this returnal game is legit exciting terrifying confusing i feel very connected to the main character https t co zlxci yklf,this game is legit exciting terrifying i feel very connected to the main character t,15,legit exciting terrifying feel connected main character,legit excit terrifi feel connect main charact
3834,1.39126161240571e+18,@Mortheous Hahah yea I couldnâ€™t but I didnâ€™t really get to play too much I was stuck on returnal more hahaha gonna play when we get home,Returnal,mortheous hahah yea i couldn t but i didn t really get to play too much i was stuck on returnal more hahaha gonna play when we get home,yea i t but i t really get to play too much i was stuck on more play when we get home,22,yea really get much stuck get home,yea realli get much stuck get home
3836,1.39122642800448e+18,Returnal just crashed my PS5 Iâ€™m so pissed I was so OP lmao please add a save feature @Housemarque,Returnal,returnal just crashed my ps i m so pissed i was so op lmao please add a save feature housemarque,just my i m so i was so please add a save feature,13,please add save feature,pleas add save featur
3837,1.39122620959015e+18,@Mortheous Just got into some resident evil 8  then played some returnal. Games have gotten crazy ,Returnal,mortheous just got into some resident evil then played some returnal games have gotten crazy,just got into some resident evil then some have gotten crazy,11,got resident evil gotten crazy,got resid evil gotten crazi
